Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
221,Isaiah Winstead,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,WR,Full
222,Shedrick Jackson,LV,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0%,2023,WR,Full
223,Lucky Jackson,MIN,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,WR,Full
224,Tay Martin,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
225,Michael Bandy,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
226,Johnny Johnson III,HOU,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
227,Jalen Virgil,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
228,DJ Turner,LV,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.6%,2023,WR,Full
229,Jacob Harris,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
230,Terrell Bynum,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
231,Montrell Washington,NYG,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2023,WR,Full
232,Dareke Young,SEA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2023,WR,Full
233,Mitchell Tinsley,CIN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
234,Devon Allen,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
235,Irvin Charles,NYJ,0,1,0,0,0,0,0,0,0,0,0,11,0.0,0.0,1.0%,2023,WR,Full
236,Ethan Fernea,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.2%,2023,WR,Full
237,Matthew Slater,FA,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2023,WR,Full
238,Tre'Quan Smith,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
239,Justin Hardee Sr.,TEN,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2023,WR,Full
240,N'Keal Harry,FA,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2023,WR,Full
241,David Sills,ATL,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,WR,Full
242,Stanley Morgan Jr.,TEN,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
243,Juwann Winfree,IND,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2023,WR,Full
244,Andy Isabella,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
245,Damiere Byrd,FA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
246,Ty Montgomery II,FA,5,12,40,8.0,17,0,0,3,9,0,0,13,0.0,0.0,0.0%,2023,WR,Full
247,Phillip Dorsett II,ATL,0,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
248,James Proche II,CLE,0,5,0,0,0,0,0,0,0,0,1,10,-2.0,-0.2,0.0%,2023,WR,Full
249,Trent Taylor,SF,0,2,0,0,0,0,0,1,-2,0,1,16,-2.2,-0.1,0.0%,2023,WR,Full
